Operation;Request time;Response time;#NAME?;the average request time;#VALUE!
GetItem;05.01.23 20:41;05.01.23 20:41;;;
GetPaymentMethods;05.01.23 20:54;05.01.23 20:54;;;
Login;5/1/2023 21:07:18.000;05.01.23 21:07;;;
GetTrackingData;05.01.23 21:20;05.01.23 21:20;;;
GetItem;05.01.23 21:33;05.01.23 21:33;;;
SetDeliveryAddress;05.01.23 21:45;05.01.23 21:45;;;
Login;05.01.23 21:58;05.01.23 21:58;;;
SetPayment;05.01.23 22:11;05.01.23 22:11;;;
ModifyItem;05.01.23 22:50;05.01.23 22:50;;;
Login;5/1/2023 23:02:59.070;05.01.23 23:02;;;
AddItemToOrder;05.01.23 23:15;05.01.23 23:15;;;
GetPaymentMethods;05.01.23 23:28;05.01.23 23:28;;;
GetTrackingData;05.01.23 23:41;05.01.23 23:41;;;
GetOrder;05.01.23 23:54;05.01.23 23:54;;;
AddItemToOrder;06.01.23 00:07;06.01.23 00:07;;;
GetOrder;06.01.23 00:20;06.01.23 00:20;;;
Login;06.01.23 00:32;06.01.23 00:32;;;
GetOrderList;06.01.23 00:45;06.01.23 00:45;;;
ModifyItem;06.01.23 00:58;06.01.23 00:58;;;
AddItemToOrder;06.01.23 01:11;06.01.23 01:11;;;
GetPaymentMethods;06.01.23 01:24;06.01.23 01:24;;;
GetOrderList;06.01.23 01:37;06.01.23 01:37;;;
GetTrackingData;6/1/2023 01:50:05.060;06.01.23 01:50;;;
AddItemToOrder;06.01.23 02:02;06.01.23 02:02;;;
SendNotification;06.01.23 02:15;06.01.23 02:15;;;
AddItemToOrder;06.01.23 02:28;06.01.23 02:28;;;
GetTrackingData;06.01.23 02:41;06.01.23 02:41;;;
ModifyItem;06.01.23 02:54;06.01.23 02:54;;;
AddItemToOrder;06.01.23 03:07;06.01.23 03:07;;;
GetOrderList;06.01.23 03:20;06.01.23 03:20;;;
GetPaymentList;06.01.23 03:32;06.01.23 03:32;;;
GetTrackingData;06.01.23 03:45;06.01.23 03:45;;;
SendNotification;06.01.23 03:58;06.01.23 03:58;;;
AddItemToOrder;06.01.23 04:11;06.01.23 04:11;;;
SetDeliveryAddress;06.01.23 04:50;06.01.23 04:50;;;
SetPayment;06.01.23 05:02;06.01.23 05:02;;;
Login;06.01.23 05:15;06.01.23 05:15;;;
SendNotification;06.01.23 05:28;06.01.23 05:28;;;
GetItemList;06.01.23 05:54;06.01.23 05:54;;;
SetPayment;06.01.23 06:07;06.01.23 06:07;;;
GetItem;06.01.23 06:20;06.01.23 06:20;;;
GetTrackingData;06.01.23 06:32;06.01.23 06:32;;;
GetOrder;06.01.23 06:45;06.01.23 06:45;;;
GetOrder;06.01.23 06:58;06.01.23 06:58;;;
ModifyOrder;06.01.23 07:11;06.01.23 07:11;;;
ModifyItem;6/1/2023 07:24:17.040;06.01.23 07:24;;;
AddItemToOrder;06.01.23 07:37;06.01.23 07:37;;;
GetPaymentMethods;06.01.23 07:49;06.01.23 07:50;;;
SetDeliveryAddress;06.01.23 08:02;06.01.23 08:02;;;
SetPayment;06.01.23 08:28;06.01.23 08:28;;;
GetPaymentList;06.01.23 08:41;06.01.23 08:41;;;
GetOrderList;06.01.23 08:54;06.01.23 08:54;;;
ModifyItem;06.01.23 09:07;06.01.23 09:07;;;
GetItem;06.01.23 09:32;06.01.23 09:32;;;
AddItemToOrder;06.01.23 09:45;06.01.23 09:45;;;
GetPaymentMethods;06.01.23 09:58;06.01.23 09:58;;;
SendNotification;6/1/2023 10:11:23.030;06.01.23 10:11;;;
GetPaymentMethods;06.01.23 10:24;06.01.23 10:24;;;
SetDeliveryAddress;06.01.23 10:37;06.01.23 10:37;;;
GetItemList;06.01.23 10:49;06.01.23 10:49;;;
GetTrackingData;06.01.23 11:02;06.01.23 11:02;;;
GetPaymentList;06.01.23 11:15;06.01.23 11:15;;;
ModifyItem;06.01.23 11:28;06.01.23 11:28;;;
Login;06.01.23 11:41;06.01.23 11:41;;;
SendNotification;06.01.23 12:07;06.01.23 12:07;;;
SendNotification;06.01.23 12:19;06.01.23 12:19;;;
GetPaymentList;06.01.23 12:32;06.01.23 12:32;;;
ModifyOrder;06.01.23 12:45;06.01.23 12:45;;;
Login;6/1/2023 12:58:29.020;06.01.23 12:58;;;
ModifyOrder;06.01.23 13:11;06.01.23 13:11;;;
GetPaymentMethods;06.01.23 13:24;06.01.23 13:24;;;
GetTrackingData;06.01.23 13:37;06.01.23 13:37;;;
SendNotification;06.01.23 13:49;06.01.23 13:49;;;
GetOrderList;06.01.23 14:15;06.01.23 14:15;;;
ModifyOrder;06.01.23 14:28;06.01.23 14:28;;;
GetTrackingData;06.01.23 14:41;06.01.23 14:41;;;
GetItem;6/1/2023 14:54:10.090;06.01.23 14:54;;;
GetOrder;06.01.23 15:07;06.01.23 15:07;;;
GetTrackingData;6/1/2023 15:45:35.010;06.01.23 15:45;;;
GetPaymentMethods;06.01.23 15:58;06.01.23 15:58;;;
GetItem;06.01.23 16:11;06.01.23 16:11;;;
GetItemList;06.01.23 16:24;06.01.23 16:24;;;
GetPaymentList;06.01.23 16:36;06.01.23 16:37;;;
GetOrderList;06.01.23 16:49;06.01.23 16:49;;;
GetOrder;06.01.23 17:02;06.01.23 17:02;;;
Login;06.01.23 17:15;06.01.23 17:15;;;
GetOrder;06.01.23 17:28;06.01.23 17:28;;;
GetItemList;6/1/2023 17:41:16.080;06.01.23 17:41;;;
ModifyItem;06.01.23 17:54;06.01.23 17:54;;;
GetOrder;06.01.23 18:06;06.01.23 18:07;;;
AddItemToOrder;06.01.23 18:19;06.01.23 18:19;;;
ModifyOrder;6/1/2023 18:32:41.000;06.01.23 18:32;;;
SetDeliveryAddress;06.01.23 18:45;06.01.23 18:45;;;
GetPaymentMethods;06.01.23 18:58;06.01.23 18:58;;;
GetTrackingData;06.01.23 19:11;06.01.23 19:11;;;
AddItemToOrder;06.01.23 19:24;06.01.23 19:24;;;
ModifyItem;06.01.23 19:36;06.01.23 19:36;;;
GetPaymentList;06.01.23 19:49;06.01.23 19:49;;;
GetOrder;06.01.23 20:15;06.01.23 20:15;;;
SendNotification;6/1/2023 20:28:22.070;06.01.23 20:28;;;
GetItemList;06.01.23 20:41;06.01.23 20:41;;;
GetPaymentList;06.01.23 20:54;06.01.23 20:54;;;
GetOrderList;06.01.23 21:06;06.01.23 21:06;;;
GetItem;06.01.23 21:19;06.01.23 21:19;;;
GetPaymentList;06.01.23 21:32;06.01.23 21:32;;;
GetPaymentMethods;06.01.23 21:58;06.01.23 21:58;;;
GetItem;06.01.23 22:11;06.01.23 22:11;;;
GetPaymentMethods;06.01.23 22:24;06.01.23 22:24;;;
GetPaymentMethods;06.01.23 22:36;06.01.23 22:36;;;
GetItemList;06.01.23 22:49;06.01.23 22:49;;;
GetItemList;06.01.23 23:02;06.01.23 23:02;;;
ModifyOrder;06.01.23 23:28;06.01.23 23:28;;;
GetPaymentMethods;06.01.23 23:41;06.01.23 23:41;;;
SendNotification;06.01.23 23:54;06.01.23 23:54;;;
GetPaymentList;07.01.23 00:06;07.01.23 00:06;;;
GetOrderList;07.01.23 00:19;07.01.23 00:19;;;
SetPayment;07.01.23 00:32;07.01.23 00:32;;;
GetPaymentMethods;07.01.23 00:45;07.01.23 00:45;;;
ModifyOrder;07.01.23 01:11;07.01.23 01:11;;;
GetTrackingData;07.01.23 01:24;07.01.23 01:24;;;
SendNotification;07.01.23 01:36;07.01.23 01:36;;;
Login;07.01.23 01:49;07.01.23 01:49;;;
GetPaymentList;7/1/2023 02:02:34.050;07.01.23 02:02;;;
GetOrder;07.01.23 02:15;07.01.23 02:15;;;
GetTrackingData;07.01.23 02:28;07.01.23 02:28;;;
AddItemToOrder;07.01.23 02:41;07.01.23 02:41;;;
GetPaymentMethods;07.01.23 02:53;07.01.23 02:53;;;
GetOrder;07.01.23 03:06;07.01.23 03:06;;;
GetItemList;07.01.23 03:19;07.01.23 03:19;;;
GetPaymentMethods;07.01.23 03:32;07.01.23 03:32;;;
GetTrackingData;07.01.23 03:45;07.01.23 03:45;;;
ModifyItem;07.01.23 03:58;07.01.23 03:58;;;
GetOrderList;07.01.23 04:11;07.01.23 04:11;;;
GetOrderList;07.01.23 04:23;07.01.23 04:23;;;
SetDeliveryAddress;7/1/2023 04:49:40.040;07.01.23 04:49;;;
GetTrackingData;07.01.23 05:15;07.01.23 05:15;;;
SendNotification;07.01.23 05:28;07.01.23 05:28;;;
SendNotification;07.01.23 05:41;07.01.23 05:41;;;
GetItem;07.01.23 05:53;07.01.23 05:53;;;
GetPaymentMethods;07.01.23 06:06;07.01.23 06:06;;;
GetTrackingData;07.01.23 06:19;07.01.23 06:19;;;
SetPayment;07.01.23 06:32;07.01.23 06:32;;;
GetItem;07.01.23 06:58;07.01.23 06:58;;;
AddItemToOrder;07.01.23 07:11;07.01.23 07:11;;;
SendNotification;07.01.23 07:23;07.01.23 07:23;;;
GetItem;7/1/2023 07:36:46.030;07.01.23 07:36;;;
Login;07.01.23 07:49;07.01.23 07:49;;;
GetOrder;07.01.23 08:02;07.01.23 08:02;;;
GetPaymentList;07.01.23 08:28;07.01.23 08:28;;;
GetItemList;07.01.23 08:41;07.01.23 08:41;;;
SendNotification;07.01.23 08:53;07.01.23 08:53;;;
GetOrder;07.01.23 09:19;07.01.23 09:19;;;
GetPaymentMethods;07.01.23 09:32;07.01.23 09:32;;;
ModifyItem;07.01.23 09:45;07.01.23 09:45;;;
ModifyItem;07.01.23 09:58;07.01.23 09:58;;;
SetDeliveryAddress;07.01.23 10:11;07.01.23 10:11;;;
GetItem;7/1/2023 10:23:52.020;07.01.23 10:23;;;
AddItemToOrder;07.01.23 10:36;07.01.23 10:36;;;
GetTrackingData;###############################################################################################################################################################################################################################################################;07.01.23 10:49;;;
Login;07.01.23 11:02;07.01.23 11:02;;;
SendNotification;07.01.23 11:15;07.01.23 11:15;;;
GetPaymentList;07.01.23 11:28;07.01.23 11:28;;;
SetDeliveryAddress;07.01.23 12:06;07.01.23 12:06;;;
GetItemList;7/1/2023 12:19:33.090;07.01.23 12:19;;;
Login;07.01.23 12:32;07.01.23 12:32;;;
ModifyOrder;07.01.23 12:45;07.01.23 12:45;;;
GetPaymentMethods;07.01.23 12:58;07.01.23 12:58;;;
GetOrderList;7/1/2023 13:10:58.010;07.01.23 13:10;;;
ModifyOrder;07.01.23 13:23;07.01.23 13:23;;;
GetOrder;07.01.23 13:36;07.01.23 13:36;;;
GetPaymentList;07.01.23 13:49;07.01.23 13:49;;;
GetTrackingData;07.01.23 14:02;07.01.23 14:02;;;
GetPaymentList;07.01.23 14:15;07.01.23 14:15;;;
GetOrderList;07.01.23 14:28;07.01.23 14:28;;;
GetTrackingData;07.01.23 14:40;07.01.23 14:40;;;
ModifyItem;7/1/2023 15:06:39.080;07.01.23 15:06;;;
GetPaymentMethods;07.01.23 15:19;07.01.23 15:19;;;
ModifyOrder;07.01.23 15:32;07.01.23 15:32;;;
SetPayment;7/1/2023 15:58:04.000;07.01.23 15:58;;;
SetDeliveryAddress;07.01.23 16:10;07.01.23 16:10;;;
GetItem;07.01.23 16:23;07.01.23 16:23;;;
GetItemList;07.01.23 16:36;07.01.23 16:36;;;
GetTrackingData;07.01.23 16:49;07.01.23 16:49;;;
SetPayment;07.01.23 17:02;07.01.23 17:02;;;
GetOrderList;07.01.23 17:15;07.01.23 17:15;;;
GetOrderList;07.01.23 17:28;07.01.23 17:28;;;
GetOrderList;7/1/2023 17:53:45.070;07.01.23 17:53;;;
SetDeliveryAddress;07.01.23 18:06;07.01.23 18:06;;;
GetItemList;07.01.23 18:19;07.01.23 18:19;;;
GetPaymentList;07.01.23 18:32;07.01.23 18:32;;;
AddItemToOrder;07.01.23 18:45;07.01.23 18:45;;;
ModifyOrder;07.01.23 18:58;07.01.23 18:58;;;
SetDeliveryAddress;07.01.23 19:10;07.01.23 19:10;;;
GetPaymentList;07.01.23 19:23;07.01.23 19:23;;;
ModifyOrder;07.01.23 19:36;07.01.23 19:36;;;
SetDeliveryAddress;07.01.23 19:49;07.01.23 19:49;;;
Login;07.01.23 20:02;07.01.23 20:02;;;
SetDeliveryAddress;07.01.23 20:15;07.01.23 20:15;;;
GetOrderList;07.01.23 20:27;07.01.23 20:27;;;
ModifyItem;7/1/2023 20:40:51.060;07.01.23 20:40;;;
SendNotification;07.01.23 20:53;07.01.23 20:53;;;
SetDeliveryAddress;07.01.23 21:06;07.01.23 21:06;;;
GetPaymentList;07.01.23 21:19;07.01.23 21:19;;;
ModifyItem;07.01.23 21:32;07.01.23 21:32;;;
SetDeliveryAddress;07.01.23 21:45;07.01.23 21:45;;;
GetItem;07.01.23 21:57;07.01.23 21:57;;;
SendNotification;07.01.23 22:10;07.01.23 22:10;;;
GetOrder;07.01.23 22:23;07.01.23 22:23;;;
GetOrderList;07.01.23 22:36;07.01.23 22:36;;;
ModifyOrder;07.01.23 23:02;07.01.23 23:02;;;
GetPaymentList;07.01.23 23:15;07.01.23 23:15;;;
GetOrder;7/1/2023 23:27:57.050;07.01.23 23:27;;;
ModifyItem;07.01.23 23:40;07.01.23 23:40;;;
AddItemToOrder;08.01.23 00:06;08.01.23 00:06;;;
AddItemToOrder;08.01.23 00:19;08.01.23 00:19;;;
GetPaymentList;08.01.23 00:32;08.01.23 00:32;;;
ModifyOrder;08.01.23 00:45;08.01.23 00:45;;;
GetItemList;08.01.23 00:57;08.01.23 00:57;;;
ModifyItem;08.01.23 01:23;08.01.23 01:23;;;
GetItem;08.01.23 01:36;08.01.23 01:36;;;
SendNotification;08.01.23 01:49;08.01.23 01:49;;;
GetOrder;08.01.23 02:02;08.01.23 02:02;;;
AddItemToOrder;8/1/2023 02:15:03.040;08.01.23 02:15;;;
GetPaymentList;08.01.23 02:27;08.01.23 02:27;;;
GetItem;08.01.23 02:40;08.01.23 02:40;;;
GetItem;08.01.23 02:53;08.01.23 02:53;;;
GetItem;08.01.23 03:06;08.01.23 03:06;;;
GetOrderList;08.01.23 03:19;08.01.23 03:19;;;
GetPaymentMethods;08.01.23 03:32;08.01.23 03:32;;;
GetPaymentMethods;08.01.23 03:45;08.01.23 03:45;;;
AddItemToOrder;08.01.23 04:10;08.01.23 04:10;;;
AddItemToOrder;08.01.23 04:23;08.01.23 04:23;;;
AddItemToOrder;08.01.23 04:49;08.01.23 04:49;;;
GetPaymentMethods;08.01.23 05:15;08.01.23 05:15;;;
SetDeliveryAddress;08.01.23 05:27;08.01.23 05:27;;;
Login;08.01.23 05:40;08.01.23 05:40;;;
SetDeliveryAddress;08.01.23 05:53;08.01.23 05:53;;;
ModifyOrder;08.01.23 06:06;08.01.23 06:06;;;
SetPayment;08.01.23 06:19;08.01.23 06:19;;;
GetOrder;08.01.23 06:44;08.01.23 06:44;;;
GetItem;08.01.23 06:57;08.01.23 06:57;;;
ModifyOrder;08.01.23 07:10;08.01.23 07:10;;;
GetPaymentList;08.01.23 07:36;08.01.23 07:36;;;
GetTrackingData;8/1/2023 07:49:15.020;08.01.23 07:49;;;
GetItem;08.01.23 08:02;08.01.23 08:02;;;
SetPayment;08.01.23 08:14;08.01.23 08:14;;;
GetPaymentMethods;08.01.23 08:27;08.01.23 08:27;;;
ModifyItem;08.01.23 08:40;08.01.23 08:40;;;
SetDeliveryAddress;08.01.23 08:53;08.01.23 08:53;;;
GetOrder;08.01.23 09:32;08.01.23 09:32;;;
ModifyOrder;8/1/2023 09:44:56.090;08.01.23 09:45;;;
GetOrderList;08.01.23 09:57;08.01.23 09:57;;;
SendNotification;08.01.23 10:10;08.01.23 10:10;;;
SetDeliveryAddress;08.01.23 10:23;08.01.23 10:23;;;
Login;8/1/2023 10:36:21.010;08.01.23 10:36;;;
SetDeliveryAddress;08.01.23 10:49;08.01.23 10:49;;;
ModifyOrder;08.01.23 11:02;08.01.23 11:02;;;
GetOrderList;08.01.23 11:14;08.01.23 11:14;;;
SetPayment;08.01.23 11:27;08.01.23 11:27;;;
GetPaymentList;08.01.23 11:40;08.01.23 11:40;;;
GetOrder;08.01.23 11:53;08.01.23 11:53;;;
ModifyOrder;08.01.23 12:06;08.01.23 12:06;;;
GetItem;08.01.23 12:19;08.01.23 12:19;;;
GetPaymentList;8/1/2023 12:32:02.080;08.01.23 12:32;;;
ModifyItem;08.01.23 12:44;08.01.23 12:44;;;
GetPaymentMethods;08.01.23 12:57;08.01.23 12:57;;;
SetPayment;08.01.23 13:10;08.01.23 13:10;;;
AddItemToOrder;8/1/2023 13:23:27.000;08.01.23 13:23;;;
Login;08.01.23 13:36;08.01.23 13:36;;;
GetItem;08.01.23 13:49;08.01.23 13:49;;;
GetPaymentList;08.01.23 14:02;08.01.23 14:02;;;
GetTrackingData;08.01.23 14:14;08.01.23 14:14;;;
AddItemToOrder;08.01.23 14:27;08.01.23 14:27;;;
SetPayment;08.01.23 15:06;08.01.23 15:06;;;
SetDeliveryAddress;8/1/2023 15:19:08.070;08.01.23 15:19;;;
GetTrackingData;08.01.23 15:31;08.01.23 15:31;;;
GetPaymentMethods;08.01.23 15:44;08.01.23 15:44;;;
GetOrderList;08.01.23 15:57;08.01.23 15:57;;;
SendNotification;08.01.23 16:10;08.01.23 16:10;;;
Login;08.01.23 16:23;08.01.23 16:23;;;
GetItem;08.01.23 16:36;08.01.23 16:36;;;
Login;08.01.23 17:01;08.01.23 17:01;;;
SetPayment;08.01.23 17:14;08.01.23 17:14;;;
GetItem;08.01.23 17:27;08.01.23 17:27;;;
GetItemList;08.01.23 17:53;08.01.23 17:53;;;
GetItem;8/1/2023 18:06:14.060;08.01.23 18:06;;;
GetItem;08.01.23 18:19;08.01.23 18:19;;;
GetOrder;08.01.23 18:31;08.01.23 18:31;;;
GetTrackingData;08.01.23 18:44;08.01.23 18:44;;;
SetPayment;08.01.23 18:57;08.01.23 18:57;;;
SetDeliveryAddress;08.01.23 19:10;08.01.23 19:10;;;
GetTrackingData;08.01.23 19:23;08.01.23 19:23;;;
GetTrackingData;08.01.23 19:36;08.01.23 19:36;;;
GetItemList;08.01.23 19:49;08.01.23 19:49;;;
GetOrder;08.01.23 20:01;08.01.23 20:01;;;
ModifyItem;08.01.23 20:14;08.01.23 20:14;;;
SetDeliveryAddress;08.01.23 20:27;08.01.23 20:27;;;
GetItemList;08.01.23 20:40;08.01.23 20:40;;;
Login;8/1/2023 20:53:20.050;08.01.23 20:53;;;
AddItemToOrder;08.01.23 21:06;08.01.23 21:06;;;
GetOrderList;08.01.23 21:31;08.01.23 21:31;;;
GetPaymentList;08.01.23 21:44;08.01.23 21:44;;;
GetTrackingData;08.01.23 21:57;08.01.23 21:57;;;
SetPayment;08.01.23 22:10;08.01.23 22:10;;;
GetPaymentList;08.01.23 22:23;08.01.23 22:23;;;
GetItem;08.01.23 22:36;08.01.23 22:36;;;
GetItemList;08.01.23 22:49;08.01.23 22:49;;;
GetItem;08.01.23 23:01;08.01.23 23:01;;;
SetDeliveryAddress;08.01.23 23:14;08.01.23 23:14;;;
SetDeliveryAddress;08.01.23 23:27;08.01.23 23:27;;;
ModifyItem;8/1/2023 23:40:26.040;08.01.23 23:40;;;
GetOrder;08.01.23 23:53;08.01.23 23:53;;;
ModifyOrder;09.01.23 00:06;09.01.23 00:06;;;
SetDeliveryAddress;09.01.23 00:18;09.01.23 00:18;;;
SetDeliveryAddress;09.01.23 00:31;09.01.23 00:31;;;
GetPaymentList;09.01.23 00:44;09.01.23 00:44;;;
GetTrackingData;09.01.23 00:57;09.01.23 00:57;;;
SetDeliveryAddress;09.01.23 01:23;09.01.23 01:23;;;
GetPaymentMethods;09.01.23 01:48;09.01.23 01:48;;;
ModifyItem;09.01.23 02:01;09.01.23 02:01;;;
GetOrder;09.01.23 02:14;09.01.23 02:14;;;
GetOrder;9/1/2023 02:27:32.030;09.01.23 02:27;;;
SendNotification;09.01.23 02:40;09.01.23 02:40;;;
GetOrder;09.01.23 02:53;09.01.23 02:53;;;
GetOrder;09.01.23 03:06;09.01.23 03:06;;;
GetOrderList;09.01.23 03:18;09.01.23 03:18;;;
SetPayment;09.01.23 03:31;09.01.23 03:31;;;
Login;09.01.23 03:44;09.01.23 03:44;;;
SendNotification;09.01.23 03:57;09.01.23 03:57;;;
GetPaymentList;09.01.23 04:23;09.01.23 04:23;;;
GetPaymentMethods;09.01.23 04:36;09.01.23 04:36;;;
Login;09.01.23 04:48;09.01.23 04:48;;;
GetOrder;09.01.23 05:01;09.01.23 05:01;;;
SetPayment;9/1/2023 05:14:38.020;09.01.23 05:14;;;
ModifyItem;09.01.23 05:27;09.01.23 05:27;;;
SetPayment;09.01.23 05:40;09.01.23 05:40;;;
AddItemToOrder;09.01.23 05:53;09.01.23 05:53;;;
ModifyItem;09.01.23 06:06;09.01.23 06:06;;;
GetItemList;09.01.23 06:18;09.01.23 06:18;;;
Login;09.01.23 06:31;09.01.23 06:31;;;
SendNotification;09.01.23 06:44;09.01.23 06:44;;;
GetItemList;09.01.23 06:57;09.01.23 06:57;;;
GetPaymentList;09.01.23 07:23;09.01.23 07:23;;;
GetOrderList;09.01.23 07:36;09.01.23 07:36;;;
GetOrder;09.01.23 07:48;09.01.23 07:48;;;
GetItemList;9/1/2023 08:01:44.010;09.01.23 08:01;;;
Login;09.01.23 08:14;09.01.23 08:14;;;
GetOrderList;09.01.23 08:27;09.01.23 08:27;;;
AddItemToOrder;09.01.23 08:40;09.01.23 08:40;;;
SendNotification;09.01.23 08:53;09.01.23 08:53;;;
GetPaymentMethods;09.01.23 09:06;09.01.23 09:06;;;
Login;09.01.23 09:18;09.01.23 09:18;;;
SetPayment;09.01.23 09:31;09.01.23 09:31;;;
GetItem;09.01.23 09:44;09.01.23 09:44;;;
AddItemToOrder;9/1/2023 09:57:25.080;09.01.23 09:57;;;
Login;09.01.23 10:10;09.01.23 10:10;;;
GetPaymentList;09.01.23 10:23;09.01.23 10:23;;;
ModifyItem;09.01.23 10:35;09.01.23 10:36;;;
GetOrder;9/1/2023 10:48:50.000;09.01.23 10:48;;;
SetPayment;09.01.23 11:01;09.01.23 11:01;;;
GetPaymentMethods;09.01.23 11:14;09.01.23 11:14;;;
GetPaymentMethods;09.01.23 11:27;09.01.23 11:27;;;
ModifyOrder;09.01.23 11:40;09.01.23 11:40;;;
SendNotification;09.01.23 11:53;09.01.23 11:53;;;
AddItemToOrder;09.01.23 12:05;09.01.23 12:05;;;
GetPaymentMethods;09.01.23 12:18;09.01.23 12:18;;;
AddItemToOrder;09.01.23 12:31;09.01.23 12:31;;;
SendNotification;9/1/2023 12:44:31.070;09.01.23 12:44;;;
Login;09.01.23 12:57;09.01.23 12:57;;;
GetTrackingData;09.01.23 13:10;09.01.23 13:10;;;
GetTrackingData;09.01.23 13:23;09.01.23 13:23;;;
GetOrderList;09.01.23 13:35;09.01.23 13:35;;;
GetOrderList;09.01.23 13:48;09.01.23 13:48;;;
SetDeliveryAddress;09.01.23 14:01;09.01.23 14:01;;;
ModifyOrder;09.01.23 14:14;09.01.23 14:14;;;
ModifyItem;09.01.23 14:27;09.01.23 14:27;;;
GetPaymentMethods;09.01.23 14:40;09.01.23 14:40;;;
GetOrderList;09.01.23 14:53;09.01.23 14:53;;;
GetPaymentMethods;09.01.23 15:05;09.01.23 15:05;;;
SetPayment;09.01.23 15:18;09.01.23 15:18;;;
ModifyOrder;9/1/2023 15:31:37.060;09.01.23 15:31;;;
Login;09.01.23 15:44;09.01.23 15:44;;;
AddItemToOrder;09.01.23 15:57;09.01.23 15:57;;;
GetTrackingData;09.01.23 16:10;09.01.23 16:10;;;
ModifyOrder;09.01.23 16:23;09.01.23 16:23;;;
SetDeliveryAddress;09.01.23 16:35;09.01.23 16:35;;;
GetTrackingData;09.01.23 17:01;09.01.23 17:01;;;
GetItem;09.01.23 17:27;09.01.23 17:27;;;
GetPaymentList;09.01.23 17:40;09.01.23 17:40;;;
GetPaymentList;09.01.23 17:53;09.01.23 17:53;;;
GetOrder;09.01.23 18:05;09.01.23 18:05;;;
GetItemList;9/1/2023 18:18:43.050;09.01.23 18:18;;;
GetOrder;09.01.23 18:31;09.01.23 18:31;;;
ModifyOrder;09.01.23 18:44;09.01.23 18:44;;;
SendNotification;09.01.23 18:57;09.01.23 18:57;;;
GetTrackingData;09.01.23 19:10;09.01.23 19:10;;;
GetItem;09.01.23 19:22;09.01.23 19:23;;;
SendNotification;09.01.23 19:35;09.01.23 19:35;;;
SetPayment;09.01.23 20:01;09.01.23 20:01;;;
GetOrderList;09.01.23 20:14;09.01.23 20:14;;;
GetOrderList;09.01.23 20:27;09.01.23 20:27;;;
GetPaymentList;09.01.23 20:40;09.01.23 20:40;;;
GetTrackingData;09.01.23 20:52;09.01.23 20:52;;;
ModifyOrder;9/1/2023 21:05:49.040;09.01.23 21:05;;;
SetPayment;09.01.23 21:18;09.01.23 21:18;;;
SetDeliveryAddress;09.01.23 21:31;09.01.23 21:31;;;
GetOrderList;09.01.23 21:57;09.01.23 21:57;;;
SetDeliveryAddress;09.01.23 22:10;09.01.23 22:10;;;
ModifyOrder;09.01.23 22:48;09.01.23 22:48;;;
GetPaymentMethods;09.01.23 23:01;09.01.23 23:01;;;
ModifyItem;09.01.23 23:14;09.01.23 23:14;;;
SetDeliveryAddress;09.01.23 23:27;09.01.23 23:27;;;
ModifyItem;09.01.23 23:40;09.01.23 23:40;;;
ModifyItem;10.01.23 00:05;10.01.23 00:05;;;
GetPaymentList;10.01.23 00:18;10.01.23 00:18;;;
GetItem;10.01.23 00:31;10.01.23 00:31;;;
ModifyOrder;10.01.23 00:44;10.01.23 00:44;;;
SetPayment;10.01.23 00:57;10.01.23 00:57;;;
GetItem;10.01.23 01:10;10.01.23 01:10;;;
SetPayment;10.01.23 01:22;10.01.23 01:22;;;
SetPayment;10.01.23 01:35;10.01.23 01:35;;;
GetItem;10.01.23 01:48;10.01.23 01:48;;;
AddItemToOrder;10.01.23 02:01;10.01.23 02:01;;;
GetItem;10.01.23 02:14;10.01.23 02:14;;;
GetPaymentList;10.01.23 02:27;10.01.23 02:27;;;
SendNotification;10/1/2023 02:40:01.020;10.01.23 02:40;;;
GetPaymentMethods;10.01.23 02:52;10.01.23 02:52;;;
GetOrder;10.01.23 03:18;10.01.23 03:18;;;
SendNotification;10.01.23 03:31;10.01.23 03:31;;;
GetOrderList;10.01.23 03:44;10.01.23 03:44;;;
GetOrder;10.01.23 04:09;10.01.23 04:09;;;
ModifyItem;10.01.23 04:22;10.01.23 04:22;;;
ModifyOrder;10/1/2023 04:35:42.090;10.01.23 04:35;;;
ModifyOrder;10.01.23 04:48;10.01.23 04:48;;;
SetDeliveryAddress;10.01.23 05:01;10.01.23 05:01;;;
SendNotification;10.01.23 05:14;10.01.23 05:14;;;
ModifyOrder;10/1/2023 05:27:07.010;10.01.23 05:27;;;
SetDeliveryAddress;10.01.23 05:39;10.01.23 05:39;;;
GetPaymentMethods;10.01.23 05:52;10.01.23 05:52;;;
ModifyItem;10.01.23 06:18;10.01.23 06:18;;;
GetItem;10.01.23 06:31;10.01.23 06:31;;;
AddItemToOrder;10.01.23 06:44;10.01.23 06:44;;;
Login;10.01.23 06:57;10.01.23 06:57;;;
GetPaymentMethods;10.01.23 07:09;10.01.23 07:09;;;
SetDeliveryAddress;10/1/2023 07:22:48.080;10.01.23 07:22;;;
GetOrderList;10.01.23 07:35;10.01.23 07:35;;;
GetPaymentList;10.01.23 07:48;10.01.23 07:48;;;
AddItemToOrder;10.01.23 08:01;10.01.23 08:01;;;
GetOrder;10/1/2023 08:14:13.000;10.01.23 08:14;;;
AddItemToOrder;10.01.23 08:27;10.01.23 08:27;;;
GetOrder;10.01.23 08:39;10.01.23 08:39;;;
SetPayment;10.01.23 08:52;10.01.23 08:52;;;
GetOrderList;10.01.23 09:18;10.01.23 09:18;;;
